newid,ln_spending,ln_income,weights
03904233,11,11,20999
03904244,11,12,12164
03904252,9,11,16644
03904253,10,11,18579
03904254,10,11,13226
03904261,11,,11735
03904262,11,,15830
03904263,12,,16336
03904272,9,10,11915
03904273,8,10,11650
03904274,8,10,11414
03904281,13,12,12121
03904311,10,7,8602
03904312,10,7,13677
03904313,10,11,13051
03904314,10,10,10133
03904331,9,10,13529
03904341,12,12,1534
03904351,9,11,12182
03904352,9,11,12548
03904353,9,11,11857
03904354,9,11,12525
03904371,9,10,13667
03904372,10,10,14492
03904373,9,10,14094
03904374,9,10,13043
03904392,9,11,9870
03904393,9,,10159
03904394,11,11,8852
03904404,9,11,12467
03904411,11,11,13939
03904441,11,11,10063
03904442,11,11,8378
03904443,11,12,11772
03904444,11,11,11607
03904461,13,11,10433
03904462,13,11,8390
03904463,12,11,9691
03904464,12,11,10344
03904471,12,12,10592
03904472,12,12,13052
03904473,12,12,15602
03904474,11,12,11859
03904482,9,10,18717
03904483,8,10,17373
03904484,10,11,16029
03904492,8,9,10319
03904493,8,9,11082
03904494,8,9,7388
03904501,10,12,20896
03904522,9,10,11268
03904523,9,10,12580
03904524,9,10,8159
03904532,9,10,11798
03904541,11,11,15671
03904542,11,12,16158
03904543,11,11,15672
03904571,9,8,15450
03904581,9,10,3987
03904593,11,10,11697
03904594,11,10,12067
03904614,10,11,14025
03904621,9,11,9382
03904622,9,11,6247
03904624,9,11,8862
03904631,11,11,12648
03904632,10,10,13037
03904633,10,10,10167
03904634,10,10,13235
03904651,8,10,9143
03904652,8,10,5875
03904653,9,10,9638
03904654,8,10,9675
03904661,11,12,14967
03904662,11,12,17688
03904663,11,12,16958
03904664,10,12,12862
03904701,9,11,8258
03904702,9,11,9101
03904703,10,11,5872
03904704,9,11,9390
03904721,11,10,9673
03904722,12,10,12346
03904723,11,10,9248
03904724,11,10,12319
03904731,12,11,9971
03904732,11,11,10470
03904733,12,11,8047
03904734,11,11,10086
03904741,10,10,10254
03904742,10,10,13938
03904751,10,11,13784
03904752,10,11,14522
03904753,10,11,12515
03904754,9,11,14592
03904761,12,10,13671
03904771,11,11,9123
03904772,11,11,9140
03904773,11,11,10753
03904774,11,11,9811
03904783,10,12,13492
03904784,10,12,11432
03904802,9,11,13197
03904811,10,10,6890
03904812,10,10,9837
03904813,9,10,9506
03904814,9,10,9946
03904823,10,11,14292
03904824,9,11,14551
03904841,12,11,11736
03904842,12,11,12093
03904843,12,11,12996
03904844,11,11,12990
03904851,11,11,9990
03904852,11,11,8890
03904853,11,11,7888
03904854,11,11,11812
03904861,10,12,8856
03904872,13,13,13352
03904881,12,11,1525
03904882,11,11,1460
03904883,12,11,1607
03904884,12,11,1087
03904901,11,11,11579
03904902,11,11,12356
03904903,11,11,13023
03904904,10,11,13087
03904911,11,10,10513
03904912,11,10,10742
03904913,11,10,10959
03904914,10,10,10693
03904922,9,10,16566
03904931,8,10,10811
03904932,8,10,7187
03904933,8,10,10833
03904934,7,10,11578
03904941,10,10,10739
03904951,12,11,12436
03904961,10,11,12277
03904962,11,11,11214
03904963,11,11,8423
03904964,11,11,13290
03904971,12,11,12970
03904972,12,11,14353
03904983,10,11,9862
03904984,9,11,13184
03904992,11,12,19420
03904993,11,12,16787
03904994,11,11,21670
03905001,10,11,8469
03905002,10,11,9393
03905003,9,11,10946
03905004,9,11,13328
03905012,9,11,13231
03905021,11,10,7468
03905023,11,10,8973
03905024,11,10,9790
03905031,11,10,9365
03905032,11,10,11955
03905033,11,10,12766
03905034,11,10,14167
03905062,9,10,13260
03905063,9,10,12708
03905064,8,10,8714
03905071,9,11,10956
03905072,9,11,6914
03905074,11,11,11485
03905111,9,11,15530
03905132,12,12,11810
03905133,12,12,12444
03905134,11,12,11443
03905154,9,10,16831
03905161,9,10,10216
03905162,9,10,9573
03905171,10,11,11731
03905172,10,11,7747
03905173,10,10,6070
03905174,10,11,9341
03905211,11,11,10023
03905212,11,11,9212
03905213,11,11,9506
03905214,11,11,8134
03905221,10,10,14571
03905222,10,10,10111
03905224,10,10,15358
03905231,8,9,3504
03905232,9,9,2390
03905233,8,9,3097
03905234,7,9,2633
03905251,12,12,7152
03905252,12,12,10027
03905253,12,12,12025
03905254,11,12,10920
03905271,10,11,14173
03905272,8,11,16740
03905273,9,11,16622
03905274,9,10,16379
03905311,10,11,10522
03905312,9,11,10481
03905313,10,11,10612
03905314,9,11,9787
03905324,11,11,10590
03905342,9,10,9131
03905343,9,10,10368
03905344,9,11,9232
03905351,11,10,10486
03905352,11,10,10958
03905353,11,10,10665
03905354,11,10,10504
03905372,12,12,11737
03905373,12,12,11811
03905374,11,11,12122
03905381,11,10,22864
03905382,11,10,13130
03905383,11,10,23834
03905384,11,10,13955
03905392,10,10,16140
03905393,10,10,17470
03905394,9,10,16894
03905401,12,12,10918
03905411,11,11,8468
03905412,11,11,11457
03905413,11,11,12597
03905414,10,11,11829
03905421,8,10,11786
03905451,12,11,14259
03905452,12,11,9632
03905453,12,12,14070
03905454,11,11,14462
03905461,12,12,16728
03905473,12,12,20672
03905481,8,8,10941
03905504,10,11,13537
03905512,9,9,17526
03905513,8,9,18378
03905514,8,7,16337
03905521,9,11,11677
03905522,10,11,13731
03905551,11,10,11143
03905552,11,10,7196
03905554,11,10,11598
03905581,11,11,11791
03905582,11,11,12140
03905583,11,11,12362
03905584,10,11,11834
03905591,8,9,11771
03905601,9,9,8656
03905612,13,11,12299
03905614,11,11,12586
03905631,10,11,8748
03905633,10,11,10259
03905634,9,11,10708
03905641,11,11,12646
03905642,11,11,8395
03905643,11,11,11889
03905644,11,11,13369
03905651,9,11,10715
03905671,10,11,9472
03905673,10,11,15696
03905691,9,10,13662
03905692,9,10,11071
03905694,9,10,7736
03905701,9,8,12438
03905702,8,8,12498
03905703,8,8,12448
03905704,8,9,12692
03905711,11,11,16024
03905712,11,11,13822
03905713,10,11,18076
03905731,9,9,1441
03905732,8,9,1524
03905733,8,9,1346
03905734,8,9,1556
03905741,10,11,8603
03905742,10,11,12061
03905743,10,11,8252
03905744,9,11,10517
03905751,11,12,9762
03905752,11,12,8973
03905753,11,12,5662
03905754,11,10,8210
03905761,9,8,10941
03905771,12,10,8580
03905772,12,10,8062
03905773,12,10,10346
03905774,12,9,8474
03905781,12,11,8464
03905782,11,11,10470
03905783,12,11,11407
03905784,11,11,12416
03905791,12,11,7959
03905792,12,11,7844
03905793,12,11,8122
03905794,11,8,8503
03905831,8,9,11213
03905832,8,9,12088
03905833,8,9,11468
03905834,8,10,10992
03905844,10,11,10204
03905861,9,10,12486
03905862,9,10,12305
03905863,9,10,12480
03905864,8,9,11681
03905892,11,12,18898
03905893,11,12,18040
03905894,11,12,13706
03905913,9,11,4951
03905914,9,11,11519
03905921,8,9,10810
03905934,11,11,9644
03905951,10,11,9639
03905952,11,11,8958
03905953,11,11,9688
03905954,10,11,8119
03905971,12,11,13614
03905973,12,12,15405
03905974,11,12,17114
03905981,12,9,7320
03905984,11,9,10428
03905991,8,9,6713
03905992,8,9,9199
03905993,8,9,10837
03905994,8,9,10377
03906001,12,12,12194
03906002,12,12,11711
03906003,12,12,12825
03906004,12,12,12344
03906012,9,11,14500
03906013,9,11,14901
03906014,9,12,15939
03906021,11,11,11101
03906022,11,11,9826
03906023,11,11,11525
03906024,11,8,10923
03906031,10,11,1760
03906032,10,11,1710
03906033,10,11,1760
03906034,9,11,1134
03906041,10,11,11697
03906042,10,11,13022
03906051,11,11,8316
03906052,11,11,10428
03906053,11,11,8627
03906054,11,10,12355
03906061,11,11,7397
03906062,11,11,9106
03906073,9,11,8517
03906091,11,12,12594
03906101,10,11,9984
03906102,11,11,11289
03906103,11,11,10772
03906104,10,11,14565
03906111,11,12,13879
03906123,10,12,17100
03906142,11,10,7257
03906151,11,11,9564
03906152,12,12,8383
03906153,12,12,12515
03906154,11,12,13638
03906171,12,12,11596
03906172,12,12,12427
03906174,12,11,10601
03906191,9,11,11367
03906193,9,11,10849
03906201,10,11,8952
03906221,12,11,9971
03906222,12,11,10470
03906223,12,11,10749
03906224,12,11,10086
03906233,9,10,10674
03906234,9,11,13497
03906244,9,6,11594
03906251,9,11,12018
03906252,9,11,12708
03906253,9,11,12701
03906254,9,11,12976
03906281,11,11,8609
03906282,11,11,13936
03906283,11,11,13771
03906284,11,11,15245
03906291,12,12,9601
03906292,13,13,11291
03906293,13,13,13273
03906294,12,12,13354
03906301,12,8,1562
03906302,12,8,1500
03906303,12,8,1086
03906304,12,13,1072
03906331,11,11,8159
03906332,11,11,9976
03906333,11,11,12219
03906334,10,12,11359
03906342,9,11,12638
03906343,9,11,12284
03906344,8,10,11389
03906361,8,9,8597
03906362,8,9,8846
03906363,8,9,9561
03906364,8,9,10584
03906391,11,12,14919
03906401,9,10,11157
03906403,9,10,10495
03906404,9,10,6049
03906421,9,10,12497
03906422,9,10,13466
03906431,8,9,19436
03906432,8,9,13757
03906433,8,9,17221
03906434,8,10,16846
03906441,12,11,8161
03906442,12,11,7521
03906443,12,11,8473
03906444,12,11,6156
03906461,11,11,13956
03906462,11,11,16642
03906463,11,11,16803
03906464,11,12,17077
03906471,10,11,10346
03906472,10,11,10510
03906474,10,11,9796
03906481,12,10,11979
03906482,11,10,12013
03906483,11,10,12338
03906484,11,10,12684
03906493,11,11,10448
03906522,11,11,10348
03906523,10,11,9682
03906524,10,11,14718
03906531,11,11,13268
03906532,11,11,15378
03906533,11,11,14774
03906534,10,11,11455
03906551,9,9,10066
03906552,9,9,13399
03906561,8,8,3569
03906562,8,8,3867
03906563,8,8,2631
03906564,8,9,3374
03906571,11,11,11843
03906572,10,11,12290
03906573,10,11,12821
03906574,9,11,13914
03906581,11,12,12224
03906582,11,12,16588
03906583,11,12,16444
03906584,10,12,18025
03906592,9,10,8881
03906594,8,10,13787
03906621,10,10,10733
03906622,10,10,6763
03906623,10,10,12232
03906624,10,10,11413
03906631,13,12,12743
03906632,13,12,12779
03906633,13,12,13125
03906634,12,12,13493
03906641,11,10,11364
03906642,11,10,11023
03906662,11,11,11895
03906663,10,11,14668
03906664,10,11,13286
03906671,11,11,13828
03906672,11,11,8557
03906681,12,12,10768
03906682,11,12,9676
03906683,12,12,11474
03906684,11,12,13823
03906701,11,8,15623
03906702,10,10,21910
03906703,10,10,29560
03906704,10,11,26112
03906732,8,10,14498
03906733,10,9,11038
03906734,10,12,9972
03906741,11,11,9758
03906742,11,11,14914
03906743,11,11,11024
03906744,11,10,9545
03906751,9,10,7249
03906752,9,10,11243
03906753,9,10,10086
03906754,8,10,10565
03906761,13,12,10657
03906762,11,12,11652
03906763,12,12,12093
03906764,11,11,12762
03906771,12,12,6888
03906772,12,,12036
03906781,11,11,10972
03906793,13,12,19850
03906794,12,11,9278
03906801,9,11,12054
03906802,9,11,11821
03906803,9,10,12335
03906804,9,10,12505
03906851,11,11,10671
03906852,11,11,11713
03906861,11,10,6501
03906862,11,10,6421
03906863,11,10,6613
03906881,13,13,11009
03906882,12,13,10986
03906891,10,11,7370
03906892,10,11,8204
03906893,10,11,8187
03906894,10,11,8623
03906901,12,11,11754
03906902,12,11,10502
03906903,12,11,12036
03906904,11,11,8790
03906941,10,11,9143
03906943,11,11,10182
03906944,9,11,8675
03906951,11,11,13861
03906952,11,11,13006
03906953,11,11,13360
03906954,10,10,14350
03906961,10,11,12864
03906962,10,11,17927
03906971,12,11,14229
03906972,12,11,14765
03906973,12,11,14852
03906974,11,12,13773
03906981,11,11,10959
03906982,11,11,11794
03906983,11,11,7675
03906984,11,12,7652
03906991,10,10,13066
03906992,10,10,11573
03906993,11,10,12691
03906994,10,12,12804
03907011,12,12,11225
03907021,11,11,14261
03907022,11,11,13492
03907023,11,11,15864
03907024,10,11,12759
03907031,10,11,19521
03907034,11,12,22600
03907041,11,10,13114
03907042,11,9,12371
03907043,11,11,13778
03907044,11,9,14231
03907051,12,11,11127
03907052,12,11,10502
03907053,13,11,10526
03907054,12,11,11196
03907062,9,9,12498
03907063,9,9,12448
03907064,8,10,12692
03907081,8,10,11464
03907082,9,10,12247
03907083,9,10,11415
03907084,8,10,11505
03907091,11,11,12602
03907093,11,11,13481
03907094,10,11,12874
03907111,9,10,15907
03907112,9,10,15951
03907113,9,9,13304
03907114,8,10,13565
03907122,11,10,8598
03907123,11,10,10963
03907124,11,10,11024
03907131,9,10,13038
03907151,9,12,10468
03907152,10,12,7884
03907153,10,12,11691
03907154,10,12,6735
03907161,12,12,13472
03907162,12,12,9841
03907163,12,12,11826
03907164,11,12,9112
03907171,11,10,10660
03907181,10,11,17561
03907182,9,11,15710
03907183,9,11,15255
03907184,11,11,9740
03907191,10,10,11257
03907201,11,11,11645
03907202,12,11,12800
03907203,11,11,12919
03907204,11,11,12804
03907211,12,11,9945
03907212,12,11,10505
03907213,12,11,11623
03907214,11,11,11313
03907241,11,12,19448
03907242,10,12,12559
03907251,12,11,11372
03907261,12,12,14858
03907262,12,11,8913
03907263,12,11,14409
03907264,11,11,13191
03907272,12,11,4637
03907281,11,12,13326
03907282,11,12,12966
03907283,12,12,13300
03907284,11,10,9649
03907291,12,11,9728
03907292,12,11,10336
03907293,12,11,11671
03907294,11,10,10488
03907301,9,9,10941
03907302,8,9,10403
03907332,9,6,19208
03907333,9,6,16220
03907334,9,7,12216
03907362,9,8,12649
03907371,9,10,11975
03907372,9,10,12178
03907404,11,12,16536
03907431,9,11,10253
03907432,9,11,11476
03907441,9,11,11589
03907442,9,11,11847
03907451,11,10,11056
03907453,11,10,10997
03907454,11,11,10502
03907463,12,9,3696
03907464,13,10,2821
03907481,10,10,14422
03907482,10,10,15442
03907483,10,10,15364
03907484,10,11,15255
03907491,9,11,10873
03907504,11,11,4398
03907511,12,12,17184
03907512,12,12,18889
03907521,11,11,14417
03907522,11,11,13698
03907523,11,11,15523
03907524,11,10,14582
03907531,12,11,7618
03907532,12,8,9500
03907541,11,11,11557
03907542,11,11,16119
03907544,11,11,15517
03907553,9,10,12292
03907563,10,11,9544
03907564,10,10,14596
03907611,12,12,10351
03907612,12,12,11045
03907613,12,12,11642
03907614,12,12,11699
03907621,11,11,10782
03907653,9,9,12448
03907661,10,10,9297
03907662,11,10,12101
03907671,11,11,10734
03907672,11,11,9579
03907673,11,11,11870
03907674,11,11,12898
03907683,10,12,9128
03907684,9,12,9500
03907691,11,12,7622
03907692,11,12,13319
03907693,11,12,11954
03907694,11,12,11533
03907701,11,12,11991
03907702,12,12,13193
03907703,11,12,12552
03907704,11,12,13930
03907711,11,12,12506
03907712,11,12,10220
03907721,11,11,12705
03907722,11,11,8509
03907723,11,11,12246
03907724,11,11,13154
03907741,10,11,12555
03907751,8,9,13138
03907752,8,9,12086
03907754,8,7,11443
03907761,10,11,8454
03907771,11,11,15284
03907772,11,11,15913
03907773,12,11,15046
03907791,11,11,13706
03907821,12,11,3782
03907822,12,11,3570
03907823,12,11,3797
03907824,12,11,3999
03907832,9,10,14327
03907833,9,10,15480
03907834,9,8,10129
03907851,11,10,8892
03907861,9,11,8229
03907862,9,11,7692
03907863,9,11,8771
03907864,9,11,8256
03907881,11,9,12599
03907882,10,9,12198
03907884,10,10,6976
03907891,12,12,6532
03907892,12,11,10554
03907894,11,12,14235
03907901,10,11,12385
03907902,10,11,13380
03907911,10,11,12263
03907931,13,13,7978
03907941,9,10,9517
03907951,11,11,14075
03907952,11,11,15705
03907954,10,12,16828
03907961,8,7,6902
03907981,11,11,13098
03907991,12,10,11487
03907992,12,10,11519
03907993,12,10,11831
03908001,11,11,11067
03908002,11,11,10535
03908003,11,11,11411
03908004,10,11,11872
03908011,9,11,12555
03908031,8,9,8279
03908032,7,9,11310
03908033,8,9,11469
03908034,8,10,11049
03908041,12,12,9293
03908042,12,12,8438
03908043,12,12,12894
03908044,11,12,12990
03908061,12,12,9298
03908071,12,9,8691
03908082,8,9,12020
03908091,11,11,18202
03908092,11,11,19016
03908093,11,11,17921
03908094,11,12,15546
03908101,11,8,9814
03908103,11,10,12886
03908113,8,10,12894
03908114,8,10,13652
03908121,10,10,12200
03908122,10,10,12064
03908123,10,10,13320
03908124,10,11,12603
03908131,11,,24832
03908132,11,,14926
03908133,11,,20353
03908134,11,11,23438
03908151,12,12,16649
03908152,11,12,10585
03908153,11,12,14828
03908154,11,12,11031
03908162,9,10,9676
03908163,9,10,10931
03908164,8,10,9645
03908172,11,11,12411
03908173,9,11,8223
03908174,9,11,9406
03908181,11,10,10522
03908182,11,10,11548
03908183,11,10,11721
03908184,11,11,11449
03908191,9,11,10972
03908192,9,11,12938
03908193,10,11,12695
03908194,8,11,12364
03908201,12,13,7936
03908202,12,13,6712
03908203,12,13,7499
03908204,12,13,8073
03908221,11,12,9867
03908252,9,10,12044
03908253,9,11,14351
03908271,11,10,7649
03908272,12,10,6373
03908273,11,10,5299
03908274,9,10,7690
03908291,11,10,13326
03908292,11,10,12966
03908293,11,10,9354
03908294,11,10,12979
03908362,10,11,14128
03908363,9,11,13696
03908364,9,10,12317
03908371,11,12,1845
03908384,8,10,13092
03908402,12,11,12004
03908403,12,12,13248
03908404,11,11,13559
03908461,9,8,10211
03908462,9,8,15305
03908463,9,8,16286
03908464,9,10,14164
03908471,11,11,10749
03908472,11,11,9780
03908473,11,11,10574
03908474,11,11,10710
03908493,8,8,10560
03908494,8,8,6825
03908511,9,11,11278
03908512,9,11,8944
03908513,9,11,10703
03908514,9,11,8498
03908521,12,11,12267
03908522,11,11,11838
03908523,11,11,11949
03908524,11,11,12176
03908531,12,12,7002
03908533,12,12,6992
03908534,12,,7102
03908542,12,12,6904
03908544,11,11,7334
03908561,8,10,9785
03908562,8,10,10238
03908563,8,10,10001
03908564,8,10,10282
03908601,11,12,9509
03908602,11,12,8104
03908603,11,12,8527
03908604,11,11,13454
03908612,10,11,14450
03908613,10,11,15531
03908614,10,11,15764
03908633,11,12,12132
03908634,11,12,13646
03908641,11,9,10469
03908642,11,9,8833
03908644,11,12,10654
03908662,12,10,8022
03908663,12,10,7449
03908664,11,10,8423
03908671,10,11,9219
03908672,10,11,12182
03908673,10,11,13311
03908674,10,9,12900
03908681,10,11,7961
03908691,9,11,6566
03908692,11,11,11002
03908693,9,11,8783
03908711,11,11,14355
03908741,11,11,9499
03908742,11,11,7468
03908743,10,11,9964
03908744,10,11,12660
03908751,10,11,10490
03908752,10,11,12507
03908753,11,10,11880
03908754,11,11,12915
03908781,11,7,9827
03908782,11,7,9633
03908783,11,7,10675
03908784,10,10,9898
03908814,10,11,9982
03908831,10,10,7016
03908832,11,10,10136
